"user_id","user_first_name","context_date","message_amount"
"7221945382","pamela","2024-09-11","7"
"784118575","Joao","2024-09-11","3"
"784118575","Joao","2024-09-10","4"
"7221945382","pamela","2024-09-10","6"
"784118575","Joao","2024-09-09","34"
"7221945382","pamela","2024-09-09","57"
"784118575","Joao","2024-09-08","4"
"784118575","Joao","2024-09-07","6"
"7221945382","pamela","2024-09-07","2"
